"Reason for Credit Entry","Sub Order No","Order Date","Customer State","Product Name","SKU","Size","Quantity","Supplier Listed Price (Incl. GST + Commission)","Supplier Discounted Price (Incl GST and Commision)","Packet Id"
"DELIVERED","124351375466457856_1","2025-02-21","Madhya Pradesh","SYGA Pack of 12 Brown Thick for Baby Child Infant Kids Safety Table, Desk Corner Edge Cushions Guard Protectos","Corner Guard Protectors_Brown","Free Size","1","110.0","110.0",
"DELIVERED","124351734301843968_1","2025-02-21","Gujarat","SYGA 4 Pcs Baby Safety Plastic Locks | Child Proof Cabinets, Drawers, Appliances, Toilet Seat, Fridge and Oven | Tools Not Required | Uses Dual Adhesive Tape and Latch System (Blue)","Baby Safety Cabinet Locks_4 Pcs","Free Size","1","80.0","80.0",
"DELIVERED","124352269868231360_1","2025-02-21","Karnataka","SYGA Ancient Style Pearl Metal Hair Stick Crystal Rhinestones Headdress Hair Sticks Fashion - Looking Back","HairStick-16CM-LookingBack","Free Size","1","103.0","100.0",
"DELIVERED","124352791635454657_1","2025-02-21","Maharashtra","SYGA Girls Stockings, Mesh Cotton Pantyhose, Rabbit Design, Mosquito-Proof, Summer Leggings, Size XS 6-12 Months(White)","BL-241","6-12 Months","1","205.0","199.0",
"CANCELLED","124353151909487104_1","2025-02-21","Andaman & Nicobar Islands","SYGA Manual Breast Pump with Feeding Nipple","ManualFeedingPump","Free Size","1","253.0","253.0",
"DELIVERED","124353194281211712_1","2025-02-21","Karnataka","SYGA Brooch Pin Fashion Crystal Rhinestone Jewellery Pin Vintage Clothing Accessories Decoration White Pearl Wheat Ear Gold Brooches For Women- S234","BROOCH-S234","Free Size","1","134.0","130.0",
"DELIVERED","124353429161408896_1","2025-02-21","Kerala","SYGA 4 Pcs Baby Safety Plastic Locks | Child Proof Cabinets, Drawers, Appliances, Toilet Seat, Fridge and Oven | Tools Not Required | Uses Dual Adhesive Tape and Latch System (Blue)","Baby Safety Cabinet Locks_4 Pcs","Free Size","1","80.0","80.0",
"DELIVERED","124353473960635073_1","2025-02-21","Maharashtra","SYGA 1.5 Meter Anti Lost Safety Wrist Bracelet for Baby Child,with Extra Long Harness Strap Walking Hand Belt(Blue)","1.5_Bracelet_Blue","Free Size","1","143.0","143.0",
"DELIVERED","124354150129797888_1","2025-02-21","Telangana","SYGA Baby Safety Strip Furniture Edge Guard Cushion Corner Cover 2 Meter 6.5 feet Tape Infant Bump Protector (L Shape_Brown)","Safety Strip Guard Protector_Brown","Free Size","1","110.0","110.0",
"CANCELLED","124354942436797120_1","2025-02-21","Haryana","SYGA Disposable Ear Piercing Tool Automatic Sterile Ear Piercer Ear Stud Set Steel 4mm Ear Stud Tool Gold Plated Pearl(233)","EarPiercer-233-4mm","Free Size","1","110.0","110.0",
"RTO_COMPLETE","124355034250111744_1","2025-02-21","Jharkhand","SYGA Stainless Steel Sink Strainer Basket with Handle 11cm/4.33inch Large Wide Rim Anti Clogging Mesh Drain Filter Vegetable Hair Catcher Drain Cover for Most Bathroom Kitchen Home Sinks Drain-Silver","KitchenSinkStrainer_Handle","Free Size","1","95.0","95.0",
"RTO_COMPLETE","124354985407441600_1","2025-02-21","Chhattisgarh","Baby Child Infant Kids Safety Safe Table Desk Corner Edge Cushions Thick Guard Protectors Pack of 12 - Black","Corner Guard Protectors_Black","Free Size","1","110.0","107.0",
"DELIVERED","124355013417099776_1","2025-02-21","Punjab","Cup Cake Tray for 6 Muffins","Cup Cake Tray for 6 Muffins","Free Size","1","86.0","84.0",
"DELIVERED","124355805263850176_1","2025-02-21","Puducherry","SYGA Baby Safety Strip Furniture Edge Guard Cushion Corner Cover 2 Meter 6.5 feet Tape Infant Bump Protector (L Shape_Brown)","Safety Strip Guard Protector_Brown","Free Size","1","105.0","102.0",
"DELIVERED","124355868149184896_1","2025-02-21","Uttar Pradesh","SYGA Baby Headbands Nylon Flower Soft Stretchable Hairband for Newborn Infant Toddler Kids For 0 - 3 Year - Khaki Yellow","HB-Flower-Khaki Yellow","Free Size","1","105.0","105.0",
"DELIVERED","124356124186143424_1","2025-02-21","Delhi","SYGA Baby Cap Turban Big Flower Cotton Baby cap Unisex with Soft Cute Hat Toddler Infant Hat 6 Month-4 Years Beige & Pink ","PrintedFlowerHat-Beige&Pink","3-4 Years","1","150.0","150.0",
"DELIVERED","124356348350720704_1","2025-02-21","Rajasthan","SYGA Children's Rabbit Sling Bag Small Mini Coin Bag Cartoon Backpack PU Leather Kitten Handbag for Toddlers Kids [13 X 4 X 10 CM] (Red)","Children-RabbitBag-Red","Free Size","1","120.0","117.0",
"DELIVERED","124356341061155200_1","2025-02-21","Haryana","SYGA Manual Breast Pump with Feeding Nipple","ManualFeedingPump","Free Size","1","253.0","246.0",
"DELIVERED","124357040096307904_1","2025-02-21","Chhattisgarh","SYGA Long Luggage Lock 3 Digit Code Padlock Sliding Number Lock Black, Pack of 2","LuggageLocks-Long-Black_2","Free Size","1","114.0","111.0",
"DELIVERED","124357225656511232_1","2025-02-21","Meghalaya","SYGA Kids Frozen Cartoon School Bag, Breathable, Waterproof Backpack for Kindergarten and Preschool Students (Light Blue)","SCHOOLBAG-118","Free Size","1","360.0","360.0",
"DELIVERED","124357205046662977_1","2025-02-21","Telangana","SYGA Baking Stainless Steel Shaker Sieve Cup Manual Flour Sifter with Measuring Scale Mark for Flour Icing Sugar","FlourCup","Free Size","1","171.0","166.0",
"DELIVERED","124357225333549824_1","2025-02-21","Jharkhand","SYGA Manual Breast Pump with Feeding Nipple","ManualFeedingPump","Free Size","1","243.0","236.0",
"RTO_LOCKED","124357409669016320_1","2025-02-21","Uttar Pradesh","SYGA Baby Turban Winter Cap Handmade Woolen Warm Knit Infant Toddler Unisex Baby Hat 0-3 Years (BrickRed)","BabyHatButton-BrickRed","Free Size","1","137.0","137.0",
"DELIVERED","124357569632602880_1","2025-02-21","Karnataka","SYGA Kids Goggles, Modern Stylish Eyewears for Boy's and Girls, FrenzyRound Style - Cream, Suitable for 3-8 Years","Goggles-FrenzyRound-6-Cream","Free Size","1","82.0","82.0",
"DELIVERED","124357646308674304_1","2025-02-21","Tamil Nadu","SYGA Small Diamond Brooch Pearl Fashion Crystal Rhinestone Jewellery Pin Brooches - N8","Brooch-SmallDiamond-N8","Free Size","1","95.0","95.0",
"DELIVERED","124357681099340160_1","2025-02-21","Tamil Nadu","SYGA Brooch Pin Fashion Crystal Rhinestone Jewellery Pin Vintage Clothing Accessories Decoration Diamond-Filled Six-Pointed Star Gold Brooches For Men's & Women - S90","BROOCH-S90","Free Size","1","125.0","122.0",
"DELIVERED","124357891821173120_1","2025-02-21","West Bengal","SYGA Manual Breast Pump with Feeding Nipple","ManualFeedingPump","Free Size","1","253.0","253.0",
"DELIVERED","124358632963905344_1","2025-02-21","Kerala","SYGA 4 Pcs Baby Safety Plastic Locks | Child Proof Cabinets, Drawers, Appliances, Toilet Seat, Fridge and Oven | Tools Not Required | Uses Dual Adhesive Tape and Latch System (Blue)","Baby Safety Cabinet Locks_4 Pcs","Free Size","1","80.0","78.0",
"DELIVERED","124359405328209728_1","2025-02-21","Assam","SYGA Cake Decoration Tips Set Professional Stainless Steel Piping/Dispenser Nozzle Kit,for Cakes Cupcakes Cookies Pastry 54 Pcs","Set Of 54 Nozzles","Free Size","1","273.0","273.0",
"DELIVERED","124359863177568768_1","2025-02-21","Maharashtra","SYGA Stainless Steel Sink Strainer Basket with Handle 11cm/4.33inch Large Wide Rim Anti Clogging Mesh Drain Filter Vegetable Hair Catcher Drain Cover for Most Bathroom Kitchen Home Sinks Drain-Silver","KitchenSinkStrainer_Handle","Free Size","1","95.0","95.0",
"DOOR_STEP_EXCHANGED","121271109690749376_1","2025-02-21","Rajasthan","SYGA Baby Tights For Girls Soft Cotton Infant Leggings Toddler Solid Knit Socks Newborn Warm Crochet Pants Stockings - White 12-24 Months","BabyLeggings-White-12-24M","12-18 Months","1","225.0","225.0",
"DELIVERED","124360186101228032_1","2025-02-21","Madhya Pradesh","Syga Portable Small Photo Studio Light Box Folding Photography Lighting Tent Kit with Backdrops (23CM)","1PhotoStudioLight Box_Small","Free Size","1","209.0","209.0",
"DELIVERED","124361126120251905_1","2025-02-21","Jharkhand","SYGA Baby Safety Strip Furniture Edge Guard Cushion Corner Cover 2 Meter 6.5 feet Tape Infant Bump Protector (L Shape_Brown)","Safety Strip Guard Protector_Brown","Free Size","1","110.0","110.0",
"DELIVERED","124361394929866560_1","2025-02-21","Odisha","SYGA All Occasion Indian Family Photo Booth Party Props Craft Item for Wedding, Baby Shower, Birthday Multi Color (Set of 41, Large)","40_WeddingProps","Free Size","1","119.0","116.0",
"DELIVERED","124361817026882240_1","2025-02-21","Madhya Pradesh","SYGA Small Stainless Steel Steamer Basket for Vegetable/Insert for Pots, Pans for steam boiling cooking (5.5""-9"")","Small_Steamer Plate","Free Size","1","217.0","211.0",
"DELIVERED","124361945276115712_1","2025-02-21","West Bengal","SYGA Baby Infant and Toddler Grooming Kit with Scissors (Blue Dog)","GroomingSet_BlueDog","Free Size","1","80.0","80.0",
"CANCELLED","124362029137029824_1","2025-02-21","West Bengal","SYGA Women'S Short Zipper Buckle Personalized Pu Leather Wallet Coin & Card Purse(Flower Brown)","WP-485","Free Size","1","320.0","320.0",
"CANCELLED","124362029137029824_2","2025-02-21","West Bengal","SYGA Women'S Short Zipper Buckle Personalized Pu Leather Wallet Coin & Card Purse(Flower Blue)","WP-488","Free Size","1","280.0","280.0",
"CANCELLED","124362029137029824_3","2025-02-21","West Bengal","SYGA Women'S Short Zipper Buckle Personalized Pu Leather Wallet Coin & Card Purse( Green)","WP-479","Free Size","1","280.0","280.0",
"DELIVERED","124362092005452480_1","2025-02-21","Uttar Pradesh","SYGA 3 Pcs Baby Headband Set, Soft Stretchable Nylon Bow and Flower Hairbands, Comfortable and Stylish Headscarf for Newborn, Infant, and Toddler (0-3 Years)  ","HB-230","Free Size","1","180.0","180.0",
"DELIVERED","124362034762812160_1","2025-02-21","Uttar Pradesh","SYGA 5 Pcs Baby Headband, Flower & Bow Stretchable, Nylon HairBand for Newborn Infant Toddlers Kids 0-3 Year-Pink","HB-106","Free Size","1","175.0","170.0",
"DELIVERED","124362011845135104_1","2025-02-21","Tamil Nadu","SYGA Baby Turban Flower Tire Cap, Toddler Beanie Hat, Cotton Headwear, Printed Brimless Headscarf for 0 to 4 Years Unisex (Peach, Peach Flower)","BC-177","Free Size","1","200.0","194.0",
"DELIVERED","124362051686569800_1","2025-02-21","Goa","SYGA Set of 4 Silicone Square Durable Flexible, Non-Slip Heat Resistant Pot Holder/Hot Pads","SquareRoaster_2","Free Size","1","199.0","194.0",
"DELIVERED","124362225434747394_1","2025-02-21","Punjab","SYGA Universal Decorative Daisy Flower Stitch Presser Foot fit All Low Shank Snap-On Sewing Machines","EmbroideryPresser","Free Size","1","239.0","232.0",
"DELIVERED","124362247421327744_1","2025-02-21","Karnataka","SYGA Baby Safety 4 Corner Guard & 1 Edge Guard with Strong Tape for Baby Safety and Child Proofing(Brown)","EdgeCornerCombo_Brown","Free Size","1","119.0","116.0",
"DELIVERED","124362810858961280_1","2025-02-21","Karnataka","SYGA Baby Safety Strip Furniture Edge Guard Cushion Corner Cover 2 Meter 6.5 feet Tape Infant Bump Protector (L Shape_Brown)","Safety Strip Guard Protector_Brown","Free Size","1","110.0","110.0",
"CANCELLED","124363119098227392_1","2025-02-21","Madhya Pradesh","SYGA Bridal Princess Girl Tiara and Rhinestone Crown Headband Hair Accessories for Women Wedding Ceremony Party (Multicolor)","Crown-Multicolor","Free Size","1","420.0","420.0",
"DELIVERED","124363709606860616_1","2025-02-21","Telangana","SYGA Baby Safety Strip Furniture Edge Guard Cushion Corner Cover 2 Meter 6.5 feet Tape Infant Bump Protector (L Shape_Brown)","Safety Strip Guard Protector_Brown","Free Size","3","105.0","102.0",
"DELIVERED","124363789486418688_1","2025-02-21","Karnataka","SYGA Children's School Bag Backpack Kids Cartoon Animal Multi-Purpose Bag For 2-4 Years Kids (Airplane)","ChildrenBackpack-Airplane","Free Size","1","371.0","360.0",
"DELIVERED","124363959829686976_1","2025-02-21","Karnataka","SYGA Baking Stainless Steel Shaker Sieve Cup Manual Flour Sifter with Measuring Scale Mark for Flour Icing Sugar?","Flourcupp","Free Size","1","168.0","163.0",
"RTO_COMPLETE","124364021898218240_1","2025-02-21","Odisha","SYGA Manual Breast Pump with Feeding Nipple","ManualFeedingPump","Free Size","1","253.0","253.0",
"RTO_COMPLETE","124364064729364864_1","2025-02-21","Karnataka","SYGA 3 Pcs Baby Headband Nylon Flower Stretchable HairBand for Newborn Infant Toddlers Kids 0 - 3 Year (Khaki)","3_HairBand_Khaki","0-3 Months","1","150.0","150.0",
"DELIVERED","124364341142252224_1","2025-02-21","Gujarat","SYGA Bridal Princess Girl Tiara and Rhinestone Crown Headband Hair Accessories for Women Wedding Ceremony Party (Multicolor)","Crown-Multicolor","Free Size","1","420.0","420.0",
"DELIVERED","124364565295467264_1","2025-02-21","Andhra Pradesh","SYGA Baking Stainless Steel Shaker Sieve Cup Manual Flour Sifter with Measuring Scale Mark for Flour Icing Sugar","FlourCup","Free Size","1","161.0","161.0",
"DELIVERED","124365110658624256_1","2025-02-21","Jharkhand","SYGA 3 Pcs Baby Headband Set, Soft Stretchable Nylon Bow and Flower Hairbands, Comfortable and Stylish Headscarf for Newborn, Infant, and Toddler (0-3 Years)  ","HB-229","Free Size","1","160.0","160.0",
"DELIVERED","124365461952555776_1","2025-02-21","Andaman & Nicobar Islands","SYGA Children's Swimsuits For Girls Pink Crown Unicorn-XL size Perfect for kids Age 7-8 years old (Pink)","SWIM-19-20-21-CHECK","7-8 Years","1","499.0","499.0",
"DELIVERED","124365473298148096_1","2025-02-21","Maharashtra","SYGA Necklace and Earing Display Storage Jwellery Display Rack_Black_5","NecklaceDisplay_Black_5","Free Size","1","469.0","469.0",
"DELIVERED","124365409519696256_1","2025-02-21","Maharashtra","SYGA Girls Mesh Cotton Stockings, Mosquito-Proof Pantyhose with Bow Detail, Infant Leggings for 2-4 years old(White)","BL-227","2-3 Years","1","205.0","199.0",
"CANCELLED","124365588134093312_1","2025-02-21","West Bengal","SYGA Women'S Short Zipper Buckle Personalized Pu Leather Wallet Coin & Card Purse(Flower Blue)","WP-488","Free Size","1","280.0","280.0",
"CANCELLED","124365588134093312_2","2025-02-21","West Bengal","SYGA Women'S Short Zipper Buckle Personalized Pu Leather Wallet Coin & Card Purse(Flower Black)","WP-483","Free Size","1","280.0","280.0",
"CANCELLED","124365588134093312_3","2025-02-21","West Bengal","SYGA Women'S Short Zipper Buckle Personalized Pu Leather Wallet Coin & Card Purse(Flower Red)","WP-482","Free Size","1","280.0","280.0",
"DELIVERED","124365533575452480_1","2025-02-21","Uttar Pradesh","SYGA Kids Goggles, Modern Stylish Eyewears for Boy's and Girls, FrenzyRound Style - Cream, Suitable for 3-8 Years","Goggles-FrenzyRound-6-Cream","Free Size","1","86.0","84.0",
"DELIVERED","124365920609048384_1","2025-02-21","Meghalaya","SYGA Children's School Bag Backpack Kids Cartoon Animal Multi-Purpose Bag For 2-4 Years Kids (Airplane)","ChildrenBackpack-Airplane","Free Size","1","371.0","371.0",
"CANCELLED","124366338964744960_1","2025-02-21","Kerala","SYGA 4 Pcs Baby Safety Plastic Locks | Child Proof Cabinets, Drawers, Appliances, Toilet Seat, Fridge and Oven | Tools Not Required | Uses Dual Adhesive Tape and Latch System (Blue)","Baby Safety Cabinet Locks_4 Pcs","Free Size","1","80.0","80.0",
"DELIVERED","124366613482903360_1","2025-02-21","Madhya Pradesh","SYGA LED Flashing Happy Birthday Light Up Crowns Birthday Party Caps (Yellow-King)","CrownYellow_King","Free Size","1","87.0","87.0",
"DELIVERED","124366640518521347_1","2025-02-21","Haryana","SYGA Baking Stainless Steel Shaker Sieve Cup Manual Flour Sifter with Measuring Scale Mark for Flour Icing Sugar","FlourCup","Free Size","1","171.0","166.0",
"DELIVERED","124366981260449600_1","2025-02-21","Karnataka","SYGA Baby Tights For Girls Soft Cotton Infant Leggings Toddler Solid Knit Socks Newborn Warm Crochet Pants Stockings - Black 12-24 Months","BabyLeggings-Black-12-24M","12-18 Months","1","225.0","225.0",
"DELIVERED","124366986951158536_1","2025-02-21","Rajasthan","SYGA Baking Stainless Steel Shaker Sieve Cup Manual Flour Sifter with Measuring Scale Mark for Flour Icing Sugar","FlourCup","Free Size","1","171.0","166.0",
"DELIVERED","124367638767067649_1","2025-02-21","Tamil Nadu","SYGA Baking Stainless Steel Shaker Sieve Cup Manual Flour Sifter with Measuring Scale Mark for Flour Icing Sugar?","Flourcupp","Free Size","1","178.0","173.0",
"DELIVERED","124368242650413440_1","2025-02-21","Maharashtra","SYGA Stainless Steel Sink Strainer Basket with Handle 11cm/4.33inch Large Wide Rim Anti Clogging Mesh Drain Filter Vegetable Hair Catcher Drain Cover for Most Bathroom Kitchen Home Sinks Drain-Silver","KitchenSinkStrainer_Handle","Free Size","1","95.0","93.0",
"DELIVERED","124368545256729344_1","2025-02-21","Karnataka","SYGA Necklace and Earing Display Storage Jwellery Display Rack_Black_5","NecklaceDisplay_Black_5","Free Size","1","469.0","469.0",
"DELIVERED","124368558444841728_1","2025-02-21","Uttar Pradesh","SYGA 4 Pcs Baby Safety Plastic Locks | Child Proof Cabinets, Drawers, Appliances, Toilet Seat, Fridge and Oven | Tools Not Required | Uses Dual Adhesive Tape and Latch System (Blue)","Baby Safety Cabinet Locks_4 Pcs","Free Size","1","80.0","80.0",
"DELIVERED","124368490840790848_1","2025-02-21","Mizoram","SYGA Disposable Ear Piercing Tool Automatic Sterile Ear Piercer Ear Stud Set Steel 4mm Ear Stud Tool Gold Plated Pearl(233)","EarPiercer-233-4mm","Free Size","1","95.0","95.0",
"DELIVERED","124369095507605888_1","2025-02-21","Telangana","SYGA Baking Stainless Steel Shaker Sieve Cup Manual Flour Sifter with Measuring Scale Mark for Flour Icing Sugar?","Flourcupp","Free Size","2","168.0","163.0",
"DELIVERED","124369581041322752_1","2025-02-21","Odisha","SYGA Brooch Pin Fashion Crystal Rhinestone Jewellery Pin Vintage Clothing Accessories Decoration Creative Leaf Corsage Brooches - S224","BROOCH-S224","Free Size","1","169.0","164.0",
"DELIVERED","124370460749324800_1","2025-02-21","Karnataka","SYGA Baking Stainless Steel Shaker Sieve Cup Manual Flour Sifter with Measuring Scale Mark for Flour Icing Sugar","FlourCup","Free Size","1","161.0","156.0",
"DELIVERED","124370616866379584_1","2025-02-21","Himachal Pradesh","SYGA Baby Tights For Girls Soft Cotton Infant Leggings Toddler Solid Knit Stockings Socks Newborn Warm Crochet Pants (2 - 4 Years, Purple)","BabyLeggings-Purple-2-4Y","2-3 Years","1","245.0","245.0",
"DELIVERED","124370642689747712_1","2025-02-21","Andhra Pradesh","Syga PU Leather Cute Dotted Wallet for Women, Blue","DotDesignWallet_Blue","Free Size","1","120.0","120.0",
"DELIVERED","124371353154513600_1","2025-02-21","Karnataka","SYGA Women Waist O Ring Chain Silver Belt","WaistChain-SilverRing","44","1","179.0","179.0",
"DELIVERED","124371523846044032_1","2025-02-21","Uttar Pradesh","SYGA Baby Headbands Nylon Flower Soft Stretchable Hairband for Newborn Infant Toddler Kids For 0 - 3 Year - Black","HB-Flower-Black","Free Size","1","105.0","102.0",
"DELIVERED","124372027226265408_1","2025-02-21","Punjab","SYGA 40X Silicone Alphabet Letter Number Fondant Cake Biscuit Baking Mould Cookie Cutters, CH-249","40 character abcd","Free Size","1","59.0","58.0",
"DELIVERED","124372029171595650_1","2025-02-21","Kerala","SYGA Imported Double Needles Pins for Domestic Sewing Machine - 3 Pieces","3PCS NiddlesPins","Free Size","1","57.0","56.0",
"RTO_COMPLETE","124372952342100352_1","2025-02-21","Tamil Nadu","Kids Booties","BabyBowSocks_Purple","Free Size","1","251.0","251.0",
"DELIVERED","124373001272850816_1","2025-02-21","Punjab","SYGA Brooch Feather Fashion Crystal Rhinestone Jewellery Pin Clothing Brooches for Women Girl - Feather Gold Brooches ","B0B21N1F4B","Free Size","1","188.0","188.0",
"DELIVERED","124373805934122816_1","2025-02-21","Maharashtra","SYGA 3 Pcs Baby Headband, Flower & Bow Stretchable, Nylon HairBand for Newborn Infant Toddlers Kids 0-3 Year-Watermelon Red Suit","HB-136","Free Size","1","160.0","160.0",
"DELIVERED","124373913747745472_1","2025-02-21","Maharashtra","Syga Fashion Women's Card Bag Zipper Small Coin Purse Male and Female Organ Credit Card Holder Multi-Card Driver's License Holder(Key-XX-Grey)","KEY-XX-GREY","Free Size","1","123.0","123.0",
"DELIVERED","124374016102307648_1","2025-02-21","Tamilnadu","SYGA 3 Pcs Baby Girl Headband Soft Flower Bow Strechable Hairband Suitable For Newborns, Infants, Toddlers and Kids 0-3 Years(Color - 1045)","HB-42","Free Size","1","240.0","240.0",
"DELIVERED","124374590993623744_1","2025-02-21","Odisha","SYGA Baby Headbands Girls Rose Flower Nylon Strechable Hairbands For Newborn Infant Toddlers Kids 0 - 3 Year (Pink)","HeadBand-Nylon-Pink","Free Size","1","135.0","135.0",
"DELIVERED","124374701312342400_1","2025-02-21","Tamil Nadu","SYGA Baking Stainless Steel Shaker Sieve Cup Manual Flour Sifter with Measuring Scale Mark for Flour Icing Sugar?","Flourcupp","Free Size","1","178.0","173.0",
"DELIVERED","124375651414434304_1","2025-02-21","Kerala","SYGA Baby Micky Hairband & Shoes Set  Soft, Comfortable Fit for Ages 0-1 Years | Ideal for Newborns & Toddlers(Rose Red)","BS-263","Free Size","1","165.0","165.0",
"DELIVERED","124375811276175744_1","2025-02-21","Uttarakhand","SYGA Baking Stainless Steel Shaker Sieve Cup Manual Flour Sifter with Measuring Scale Mark for Flour Icing Sugar","FlourCup","Free Size","1","171.0","171.0",
"DELIVERED","124376187928830469_1","2025-02-21","Uttar Pradesh","SYGA 3 Pcs Baby Headband Set, Soft Stretchable Nylon Bow and Flower Hairbands, Comfortable and Stylish Headscarf for Newborn, Infant, and Toddler (0-3 Years)  ","HB-230","Free Size","2","180.0","180.0",
"RTO_COMPLETE","124376730055109312_1","2025-02-21","Bihar","SYGA Men Suit Shirt Stud Lapel Pin Chain Tassel Brooch Pin with Golden Wings Pentagram Crystal Chain","BROOCH-S166","Free Size","1","160.0","160.0",
"DELIVERED","124376767666394945_1","2025-02-21","West Bengal","SYGA Stainless Steel Sink Strainer Basket with Handle 11cm/4.33inch Large Wide Rim Anti Clogging Mesh Drain Filter Vegetable Hair Catcher Drain Cover for Most Bathroom Kitchen Home Sinks Drain-Silver","KitchenSinkStrainer_Handle","Free Size","1","95.0","95.0",
"RTO_COMPLETE","124376830529661696_1","2025-02-21","Kerala","SYGA Tights For Girls Soft Cotton Infant Leggings Toddler One Side Flower Stockings Pants, Suitable For All Seasons Black-(4-6 years) L","SK-12","5-6 Years","1","260.0","260.0",
"DELIVERED","124377237792520576_1","2025-02-21","Manipur","SYGA Tights For Girls Soft Cotton Infant Leggings Toddler One Side Flower Stockings Pants, Suitable For All Seasons Black-(4-6 years) L","SK-12","5-6 Years","1","260.0","260.0",
"DELIVERED","124377204015790464_1","2025-02-21","Telangana","SYGA Winter Beanie Hat for Women Warm Thick Cotton Lining Knit Bobble Pom Pom Skull Cap Fleece Lined Warm Cap Outdoor Sports Hat for Ladies Women Girl Free Size (Red)","Cap-Letter B-Red-Single","Free Size","1","220.0","214.0",
"RTO_COMPLETE","124377296307120832_1","2025-02-21","Meghalaya","SYGA Disposable Ear Piercing Tool Automatic Sterile Ear Piercer Ear Stud Set Steel 3mm Ear Stud Tool Mini White Diamond(206)","EarPiercer-206-3mm","Free Size","1","110.0","110.0",
"RTO_COMPLETE","124377677737261440_1","2025-02-21","Maharashtra","SYGA Professional Sketch and Drawing Pencils ?Art Pencil Box Contains 12 Pieces Set B 2B 3B 4B 5B 6B 7B 8B HB H 2H F","PaintingPencils-NewCompass","Free Size","1","75.0","75.0",
"DELIVERED","124377630953955844_1","2025-02-21","Rajasthan","SYGA All Occasion Indian Family Photo Booth Party Props Craft Item for Wedding, Baby Shower, Birthday Multi Color (Set of 41, Large)","40_WeddingProps","Free Size","1","119.0","116.0",
"DELIVERED","124378481927905792_1","2025-02-21","Andhra Pradesh","SYGA Baking Stainless Steel Shaker Sieve Cup Manual Flour Sifter with Measuring Scale Mark for Flour Icing Sugar","FlourCup","Free Size","1","171.0","166.0",
"CANCELLED","124378883806268160_1","2025-02-21","Delhi","SYGA Baking Stainless Steel Shaker Sieve Cup Manual Flour Sifter with Measuring Scale Mark for Flour Icing Sugar?","Flourcupp","Free Size","1","178.0","173.0",
"DELIVERED","124378934086363904_1","2025-02-21","Kerala","SYGA Manual Breast Pump with Feeding Nipple","ManualFeedingPump","Free Size","1","253.0","253.0",
"DELIVERED","124379244071815936_1","2025-02-21","Karnataka","SYGA Stainless Steel Cake Smoother with Scale Cutting Knife (Silver)","Cake Smoother","Free Size","1","78.0","76.0",
"DELIVERED","124379381979310784_1","2025-02-21","Odisha","SYGA 5 Pcs Baby Headband, Flower & Bow Stretchable, Nylon HairBand for Newborn Infant Toddlers Kids 0-3 Year-Red","HB-102","Free Size","1","175.0","175.0",
"CANCELLED","124379775203795456_1","2025-02-21","Maharashtra","SYGA Baby Safety Strip Furniture Edge Guard Cushion Corner Cover 2 Meter 6.5 feet Tape Infant Bump Protector (L Shape_Brown)","Safety Strip Guard Protector_Brown","Free Size","2","110.0","110.0",
"DELIVERED","124379788159904448_1","2025-02-21","Jharkhand","SYGA Baby Safety Strip Furniture Edge Guard Cushion Corner Cover 2 Meter 6.5 feet Tape Infant Bump Protector (L Shape_Brown)","Safety Strip Guard Protector_Brown","Free Size","1","110.0","107.0",
"DELIVERED","124380511555844480_1","2025-02-21","Andhra Pradesh","SYGA Ancient Style Pearl Metal Hair Stick Crystal Rhinestones Headdress Hair Sticks Fashion - Looking Back","HairStick-16CM-LookingBack","Free Size","1","123.0","123.0",
"DELIVERED","124380479994533696_1","2025-02-21","Maharashtra","SYGA Magnetic Chess Board Set Game Travel Chess Set Magnetic Chess Set Chess Draughts Set 2 in 1 Foldable Portable Chess Board Set Traditional Strategy Game for Kids/Children/Adults-24.5cm*24.5cm","ChessBoard-24.5*24.5CM","Free Size","1","243.0","235.0",
"DELIVERED","124381190694439680_1","2025-02-21","Maharashtra","SYGA Baby Feeding Bibs Triangular Cotton Bibs Adjustable Closure for Infant Toddler 0-3 Years Baby - Pack Of 2 (Rabbit Cloud) Aprons ","BabyBibs-Rabbit-Cloud-2","Free Size","1","97.0","95.0",
"DELIVERED","124381422416066944_1","2025-02-21","Assam","SYGA 35 Metal Cantilever Microphone Desktop Universal Capacitor Wheat Stand (Black)","MicrophoneStand_Black","Free Size","1","320.0","320.0",
"RTO_COMPLETE","124381730924989184_1","2025-02-21","Andhra Pradesh","SYGA Kids Goggles, Modern Stylish Eyewears for Boy's and Girls, FrenzyRound Style - Light Turquoise, Suitable for 3-8 Years","Goggles-FrenzyRound-6-Light Turquoise","Free Size","1","85.0","85.0",
"DELIVERED","124381971145103168_1","2025-02-21","Mizoram","SYGA Manual Breast Pump with Feeding Nipple","ManualFeedingPump","Free Size","1","243.0","243.0",
"RTO_COMPLETE","124381982124829376_1","2025-02-21","Himachal Pradesh","SYGA Baby Tights For Girls Soft Cotton Infant Leggings Toddler Solid Knit Socks Newborn Warm Crochet Pants Stockings - Black 12-24 Months","BabyLeggings-Black-12-24M","12-18 Months","1","225.0","225.0",
"DELIVERED","124382043153173248_1","2025-02-21","Maharashtra","SYGA Beads for Kids Crafts Children's Jewellery Making Set Kit DIY Bracelets Necklace Hairband and Rings Craft Kits Birthday for 4, 5, 6, 7-Year-Old Little Girls-Multicolor, QL-00020","Beads_QL-0020","Free Size","1","233.0","233.0",
